pureza,reboiler,x1,x2,x3,x4,x5
-0.744821392,8.97274510578,0.16511684049614003,1.0582637213799413,3,15,33
-0.369785961,7.069282134804,0.6503002732661224,2.1169539551477543,3,1,27
-0.936765615,13.114088976312,0.22862877252728364,1.617241076720112,3,13,34
-0.952379798,68.62075141932,0.20267850424898173,4.515323771756977,3,8,34
-0.310032639,3.7509958121544,0.4975144810582103,1.8079851364804491,3,1,27
-0.952380829,89.97371821512,0.19974522435584957,5.634679995782668,3,15,27
-0.950537501,21.855986448623998,0.20216463354339909,2.0800662809223027,3,6,27
-0.952368473,54.505413673919996,0.38471756679864,3.53523273064271,3,6,32
-0.147517182,1.6601696432675999,0.18706483305544577,2.0800662809223027,3,1,27
-0.952380925,107.57562747696001,0.1944852579734963,6.568400573784958,3,15,27
-0.744821392,8.97274510578,0.16511684049614003,1.0582637213799413,3,15,33
-0.369786717,7.071754607676,0.6503002732661224,2.1173525528890806,3,1,30
-0.936765615,13.114088976312,0.22862877252728364,1.617241076720112,3,13,34
-0.310032639,3.7509958121544,0.4975144810582103,1.8079851364804491,3,1,27
-0.950537634,22.438685385324,0.25539232413027707,2.0796676831809764,3,16,27
-0.952368473,54.505413673919996,0.38471756679864,3.53523273064271,3,6,32
-0.952380829,89.97371821512,0.19974522435584957,5.634679995782668,3,15,27
-0.952379798,68.62075141932,0.20267850424898173,4.515323771756977,3,8,34
-0.147517182,1.6601696432675999,0.18706483305544577,2.0800662809223027,3,1,27
-0.952380936,115.89895489464,0.22807730273297452,6.898569893197986,3,15,26
-0.744821392,8.97274510578,0.16511684049614003,1.0582637213799413,3,15,33
-0.369786717,7.071754607676,0.6503002732661224,2.1173525528890806,3,1,30
-0.936765615,13.114088976312,0.22862877252728364,1.617241076720112,3,13,34
-0.952379798,68.62075141932,0.20267850424898173,4.515323771756977,3,8,34
-0.952380829,89.97371821512,0.19974522435584957,5.634679995782668,3,15,27
-0.951085347,28.960859230452,0.6656237099856356,2.1621740300589787,3,8,34
-0.310032639,3.7509958121544,0.4975144810582103,1.8079851364804491,3,1,27
-0.952348804,47.45170404864,0.38471756679864,3.2000184140736003,3,6,32
-0.147103891,1.3105771479432,0.18680670428092974,1.8970401517387163,3,1,32
-0.952380936,115.89895489464,0.22807730273297452,6.898569893197986,3,15,26
-0.744821392,8.97274510578,0.16511684049614003,1.0582637213799413,3,15,33
-0.369786717,7.071754607676,0.6503002732661224,2.1173525528890806,3,1,30
-0.952380829,89.97371821512,0.19974522435584957,5.634679995782668,3,15,27
-0.952348804,47.45170404864,0.38471756679864,3.2000184140736003,3,6,32
-0.936765558,12.947201453592001,0.20258678808275857,1.617241076720112,3,8,34
-0.95238093,110.43976460328,0.19879090065470129,6.7051784306029525,3,15,27
-0.248418293,3.0856560209171997,0.3618133215874089,1.9372370328988557,3,1,30
-0.951085348,24.4851275763,0.29035706148027635,2.1621740300589787,3,15,32
-0.147103891,1.3105771479432,0.18680670428092974,1.8970401517387163,3,1,32
-0.952380939,117.48904040736001,0.19879090065470129,7.073089559264171,3,15,27
-0.744821392,8.97274510578,0.16511684049614003,1.0582637213799413,3,15,33
-0.369786717,7.071754607676,0.6503002732661224,2.1173525528890806,3,1,30
-0.936765558,12.947201453592001,0.20258678808275857,1.617241076720112,3,8,34
-0.952380733,83.84181969528001,0.19974522435584957,5.314808216692413,3,15,27
-0.951085348,24.4851275763,0.29035706148027635,2.1621740300589787,3,15,32
-0.952359125,47.7886397094,0.2872393914973238,3.3258642863207744,3,8,34
-0.248418293,3.0856560209171997,0.3618133215874089,1.9372370328988557,3,1,30
-0.952380829,89.97371821512,0.19974522435584957,5.634679995782668,3,15,27
-0.147103891,1.3105771479432,0.18680670428092974,1.8970401517387163,3,1,32
-0.95238094,145.64248116119998,0.646329646712648,7.0968341638877765,3,15,27
-0.744821392,8.97274510578,0.16511684049614003,1.0582637213799413,3,15,33
-0.369786717,7.071754607676,0.6503002732661224,2.1173525528890806,3,1,30
-0.952380939,117.48904040736001,0.19879090065470129,7.073089559264171,3,15,27
-0.952359125,47.7886397094,0.2872393914973238,3.3258642863207744,3,8,34
-0.936765558,12.947201453592001,0.20258678808275857,1.617241076720112,3,8,34
-0.952380508,76.79360273292,0.19974522435584957,4.947134293013246,3,15,27
-0.952380829,89.97371821512,0.19974522435584957,5.634679995782668,3,15,27
-0.248418293,3.0856560209171997,0.3618133215874089,1.9372370328988557,3,1,30
-0.95238094,117.9936724806,0.19810863450532282,7.101632594154857,3,14,29
-0.147103891,1.3105771479432,0.18680670428092974,1.8970401517387163,3,1,32
-0.744821392,8.81318029626,0.12984431111783984,1.0582637213799413,3,15,33
-0.369786717,7.071754607676,0.6503002732661224,2.1173525528890806,3,1,30
-0.952359125,47.7886397094,0.2872393914973238,3.3258642863207744,3,8,34
-0.936765558,12.947201453592001,0.20258678808275857,1.617241076720112,3,8,34
-0.952380508,76.79360273292,0.19974522435584957,4.947134293013246,3,15,27
-0.248418293,3.0856560209171997,0.3618133215874089,1.9372370328988557,3,1,30
-0.950856825,27.030859776792,0.5776933958664326,2.123875069377688,3,8,33
-0.952380859,90.79932084336001,0.15359749932846561,5.795006272679926,3,15,34
-0.95238094,117.9936724806,0.19810863450532282,7.101632594154857,3,14,29
-0.147103891,1.3105771479432,0.18680670428092974,1.8970401517387163,3,1,32
-0.744821392,8.81318029626,0.12984431111783984,1.0582637213799413,3,15,33
-0.369786717,7.071754607676,0.6503002732661224,2.1173525528890806,3,1,30
-0.936765558,12.947201453592001,0.20258678808275857,1.617241076720112,3,8,34
-0.952380859,90.79932084336001,0.15359749932846561,5.795006272679926,3,15,34
-0.950856825,27.030859776792,0.5776933958664326,2.123875069377688,3,8,33
-0.952359125,47.7886397094,0.2872393914973238,3.3258642863207744,3,8,34
-0.248418293,3.0856560209171997,0.3618133215874089,1.9372370328988557,3,1,30
-0.952380508,75.1332648096,0.15836591095308378,4.947134293013246,3,13,27
-0.147103891,1.3105771479432,0.18680670428092974,1.8970401517387163,3,1,32
-0.952380949,160.88977220292003,0.5485753277394825,8.034968734384439,3,14,29
-0.369786717,7.071754607676,0.6503002732661224,2.1173525528890806,3,1,30
-0.744821392,8.81318029626,0.12984431111783984,1.0582637213799413,3,15,33
-0.95238094,117.9936724806,0.19810863450532282,7.101632594154857,3,14,29
-0.952359125,47.7886397094,0.2872393914973238,3.3258642863207744,3,8,34
-0.952380859,90.79932084336001,0.15359749932846561,5.795006272679926,3,15,34
-0.825316298,10.148650130592,0.5120608642619611,1.410973994752717,3,8,30
-0.936765558,12.947201453592001,0.20258678808275857,1.617241076720112,3,8,34
-0.249798618,3.6539463575592,0.3638158772117672,2.086133798526056,3,1,34
-0.147103891,1.3105771479432,0.18680670428092974,1.8970401517387163,3,1,32
-0.952380949,157.81557662172,0.4629693516384265,8.17406433837353,3,14,29
-0.744821392,8.81318029626,0.12984431111783984,1.0582637213799413,3,15,33
-0.395948309,7.597181218608,0.729727822924175,2.0645671923706703,3,1,34
-0.95238094,117.9936724806,0.19810863450532282,7.101632594154857,3,14,29
-0.952380731,80.65525082076,0.12984431111783984,5.308222501490345,3,15,33
